8;Nabroji i objasni osnovne principe objektno orijentiranog programiranja.;Apstrakcija – program je skup objekta koji se instanciraju iz klasa. Kod pisan u objektno orijentiranom programskom jeziku sastoji se od jedne ili više klasa. Enkapsulacija – Upotrebom odgovarajućih modifikatora pristupa, objekti ne moraju znati detalje implementacije jedni o drugima, već samo funkcionalnosti koje oni pružaju. Nasljeđivanje – Povećava ponovnu iskoristivost koda tako da postojeći superklase kod naslijedimo u podklasi, po potrebi preradimo, dodatno specijaliziramo te prilagodimo novoj primjeni. Polimorfizam – u objektno orijentiranom programiranju je omogućeno da referiranjem na objekte iz superklase omogućeno pozivati metode i iz podklasa.;
8;Kakva je to slojevita arhitektura programskog proizvoda. Navedi osnovne karakteristike, prednosti i nedostatke;Slojevita arhitektura (eng. layerd architecture) programskog proizvoda je organizacija sustava u kojoj se srodne funkcionalnosti grupiraju po slojevima. Svaki sloj daje usluge sloju iznad svojeg i traži usluge od sloja niže, a najniži sloj sadrži jezgrene / osnovne funkcionalnosti. Primjenjuje se kod sustava kod kojeg se očekuje nadogradnja funkcionalnosti na postojeće stanje, distribuiranog razvoja i strogih sigurnosnih zahtjeva na više razina. Prednosti slojevite arhitekture su omogućena zamjena sloja uz korištenje standardnih sučelja te redundantnost za svaki sloj. Nedostaci slojevite arhitekture su vezani uz problem: (1) razlaganja sustava na slojeve, (2) zahtjeva da svaki sloj može komunicirati samo s određenim slojevima, (3) performansi zbog povećane komunikacije uzrokovane ograničenom komunikacijom.;https://www.oreilly.com/library/view/software-architecture-patterns/9781491971437/ch01.html
8;Kakva je to arhitektura repozitorija podataka. Navedi osnovne karakteristike, prednosti i nedostatke.;Kod arhitekture repozitorija podataka (eng. data repository architecture) upravljanje svim podacima u sustavu je unutar centralnog repozitorija koji je dostupan svim komponentama sustava. Na taj način komponente sustava nemaju direktnu vezu već isključivo preko podataka pohranjenih u repozitoriju. Primjena takve arhitekture je kod većine sustava koji koriste velike količine podataka koju se trebaju pohraniti na neko vrijeme. Prednosti arhitekture repozitorija podataka su: nezavisnost komponenata koje ne moraju znati za postojanje ostalih komponenti u sustavu te konzistentno upravljanje podatcima. Nedostaci arhitekture repozitorija podataka su što jedna pogreška ima utjecaj na cijeli sustav, a komunikacija koja se odvija preko repozitorija je neučinkovita.;https://www.geeksforgeeks.org/repository-design-pattern/
8;Što je uparenost (eng. coupling)? Navedi barem jednu karakteristiku kvalitete na koju utječe uparenost te obrazloži odgovor.;Uparenost (eng.coupling) je mjera međusobne povezanosti modula. Visoka razina uparenosti predstavlja veliku zavisnost između modula, što znači da promjene u jednom uzrokuju promjene u drugom modulu. Takvo stanje nije poželjno jer negativno utječe na jednostavnost održavanja budući da je komponente manje zavisnosti jednostavnije mijenjati, a samim time i održavati. Drugim riječima, poželjno je imati slabu uparenost između modula (loose coupling).;
8;Što je to kohezija (eng. cohesion)? Kakva uparenost i kohezija čine dobar dizajn programskog proizvoda? Obrazloži odgovor.;Kohezija (eng. cohesion) je mjera kojom se definira koliko su dijelovi komponenata povezani (npr. programi su kohezivni ako su sve naredbe povezane sa svakim izlazom, a klase su kohezivne ako su svi atributi korišteni od strane svih metoda), a poželjno je imati čim veću koheziju. Dobar dizajn okarakteriziran je niskom uparenošću i visokom kohezijom. Uparenost opisuje odnos između dvije komponente sustava, kada promjene u jednoj komponenti uzrokuju promjene u drugoj. Poželjno je stoga imati čim manju uparenost da bi komponente bile čim nezavisnije. Kohezija opisuje povezanost podataka i izlaza programa, odnosno atributa i metoda. Visoka kohezija nam govori da je klasa fokusirana na izvršavanje funkcionalnosti kojoj je namijenjena, a ne da izvršava „svašta pomalo“, a takve klase lakše je održavati;
8;Nabroji i obrazloži osnovne koncepte koji se koriste za ugradnju kvalitete u programski proizvod;Apstrakcija – omogućava usredotočivanje na nužne detalje i skrivanje nevažnih, čime se uvelike pojednostavljuje analiza složenih problema. Prikrivanje podataka (eng. data hiding) – omogućava da su podaci jednog modula nevidljivi drugim modulima sustava kako se ne bi mogli mijenjati i time uzrokovati pogrešku. Tako smanjujemo uparenost modula s njihovom okolinom i olakšavamo njegovo održavanje. Složenost – treba biti što manja kako ne bi uzrokovala probleme otežanog razumijevanja, čitljivosti održavanja, ponovne primjene te pouzdanosti. Mjera složenosti su razne, a mogu biti izražene vremenom rješavanja problema ili razvoja modula, brojem linija koda (LOC), kombinacijom internih atributa programa (duljina, broj LOC, broj if naredbi i sl.), brojem slijednih instrukcija i dr. Struktura sustava – pomoću usmjerenog grafa prikazuje se hijerarhija zavisnosti (eng. dependencies) između modula koje mogu biti: modul A sadrži / slijedi / isporučuje podatke / koristi modul B. Modularnost (eng. modularity) – omogućava podjelu programa na nezavisne module koji imaju dobro definirane veze. Osnovne karakteristike usporedbe dizajna jesu: Kohezija (eng. cohesion) – mjera kojom se definira koliko su dijelovi komponenti povezani te Uparenost (eng.coupling) – mjera međusobne povezanosti modula.;
8;Opiši princip objektno orijentiranog dizajna u strategiji izgradnje programskih sustava;Objektno orijentirani dizajn (eng. Object oriented – OO design) koristi dijagrame za opis statičke (class i object) i dinamičke (state, sequence, colaboration) slike sustava. Tehnika dizajna svodi se u tri koraka: identifikacija objekata, identifikacija atributa i metoda svakog objekta, identifikacija veza i odnosa između objekata. Nedostatci su: metode pretpostavljaju stabilne ulazne zahtjeve, nisu pogodne za definiranje zahtjeva, smjernice za identifikaciju objekata i atributa nisu egzaktne, nema definiranog načina odabira najboljeg modela, teško se identificiraju implicitni objekti sustava. Prednosti su: model opisa sustava je prirodniji i razumljiviji, veza problema koji se modelira i modela je očita, dizajn se fokusira na strukturiranje problema a ne solucije problema, sustavi izgrađeni na osnovu oo dizajna su fleksibilniji na promjene, ponovno korištenje.;
8;Kako indeksirani tipovi u Wasm-prechecku poboljšavaju sigurnost i performanse WebAssembly programa?;Indeksirani tipovi omogućuju statičku provjeru uvjeta poput provjere granica memorije i kompatibilnosti funkcijskih potpisa prije izvođenja, čime uklanjaju potrebu za skupim dinamičkim provjerama u runtime-u. Time se smanjuje broj sigurnosnih provjera i postiže značajno ubrzanje izvršavanja koda.;
8;"Koji je doprinos tehnike ""lifted interpretation"" u procesu sinteze programa s lokalnim varijablama?";Lifted interpretation omogućuje simultano razmatranje svih mogućih konteksta lokalno vezanih varijabli tijekom sinteze, što drastično smanjuje prostor pretrage bez potrebe za ručnom enumeracijom svih kombinacija vezivanja. Time se ubrzava sinteza i omogućuje rad s kompleksnijim programskim strukturama, poput lambda izraza.;
8;Zašto je kontrolno-tokovna linearnost (C-linearity) važna za sigurno upravljanje resursima u programima s efektima?;Kontrolno-tokovna linearnost osigurava da se linearni resursi (npr. file-deskriptori) koriste točno jednom čak i u prisutnosti effect-handlera koji omogućuju višestruke pozive ili odbacivanje nastavaka (continuations). Time se sprječava curenje resursa ili njihovo neželjeno dupliciranje, što je ključno za sigurnost i stabilnost programa.;
9;U kontekstu pogrešaka i neispravnosti programskog proizvoda, kakva može biti njihova veza te što se traži testiranjem?;Pogreška je unesena ljudskom nepažnjom u program i odnosi se na krivo napisanu naredbu dok je neispravnost manifestacija pogreške pri izvođenju programa. Jedna pogreška, uzrokovana ljudskom nepažnjom, može se manifestirati u više različitih neispravnost prilikom izvođenja programa. Također, više pogrešaka se može manifestirati kao jedna neispravnost. Testiranje je proces izvođenja programa ili komponenti programa pod određenim, unaprijed planiranim uvjetima u kojem se promatraju rezultati izvođenja programa i uspoređuje sa zahtijevanim uvjetima. U kontekstu pogrešaka i neispravnosti, testiranjem se pronalaze neispravnosti, a cilj je otkriti i ispraviti pogreške u kodu, koja je izazvana ljudskom nepažnjom.;
9;Koja je razlika između verifikacije i validacije, koje aktivnosti uključuju te koji su im ciljevi?;Proces verifikacije (eng. verification) podrazumijeva procjenu programskog proizvoda i pripadajuće dokumentacije u ispunjenju zadanih zahtjeva i/ili uvjeta. Verifikacijom odgovaramo na pitanje „gradimo li proizvod na ispravan način?“ (npr. je li programski kod sintaktički ili logički ispravan?). Procesom validacije (eng. validation) provjere se u kojoj mjeri programski proizvod i pripadajuća dokumentacija ispunjavaju korisnikove specificirane zahtjeve. Validacijom odgovarmo na pitanje „gradimo li pravi proizvod?“ (npr. radi li programski kod ono što korisnik od njega očekuje?). Verifikacijske aktivnosti uključuju inspekcije - statičku verifikaciju programskog proizvoda povezanu s procjenom postojanja pogrešaka u statičkoj slici programskog proizvoda te testiranje - dinamičku verifikaciju programskog proizvoda povezanu s promatranjem ponašanja programskog proizvoda za vrijeme izvođenja programa. Cilj verifikacije i validacije su pronalazak pogrešaka, povećanje pouzdanosti, minimizacija rizika (pomoć u donošenju odluke o puštanju u rad ili prodaju, minimizirati troškove tehničke podrške, procijeniti sukladnost s specifikacijom, normama i sl.) te procjena kvalitete;https://www.geeksforgeeks.org/differences-between-verification-and-validation/
9;Kako klasificiramo tehnike testiranja?;Tehnike testa se mogu klasificirati s obzirom na kriterij odabira testnih slučajeva: - Testiranje zasnovano na pokrivenosti testom (engl. Coverage-based testing) kod kojeg su zahtjevi testiranja specificirani obzirom na pokrivenost testiranog programa - Testiranje zasnovano na neispravnostima (engl. Fault-based testing) kod kojeg se testni slučajevi fokusiraju na otkrivanje neispravnosti u radu sustava - Testiranje zasnovano na pogreškama (engl. Error-based testing) kod kojeg su testni slučajevi zasnovani na poznavanju tipičnih mjesta u programskom kodu koji su podložni pogreškama (posebice u krivoj uporabi) Također, mogu se klasificirati prema izvoru informacije za provođenje testnih slučajeva na: - Funkcionalno testiranje ili testiranje principom crne kutije (eng. black box testing) kod kojeg su testni slučajevi izvedeni iz specifikacije zahtjeva, a implementacijski detalji su nevažni - Strukturno testiranje ili testiranje principom bijele kutije (eng. white / glass box testing) kod kojeg se analizira interna logika i struktura;
9;Koje aktivnosti obavljamo testiranjem u pojedinim fazama životnog ciklusa programskog proizvoda?;U inženjerstvu zahtjeva se određuje testna strategija, specifikacija testnih zahtjeva te generiranje funkcionalnih testnih podataka. U fazi dizajna se vrši provjera usklađenost dizajna i specifikacije zahtjeva, procjena arhitekture, testiranje dizajna, te generiranje funkcionalnih i strukturalnih testnih podataka. U fazi implementacije se vrši provjera usklađenosti dizajna i implementacije, testiranje implementacija, generiranje funkcionalnih i strukturalnih testnih podataka te se izvode testovi. U fazi održavanja se ponavlja prethodna testiranja u skladu sa stupnjem razvoja.;
9;Koje razine testiranja razlikujemo u životnom ciklusu programskog proizvoda?;Testiranje se obično provodi prateći strukturu sustava. Razine testiranja u životnom ciklusu su: - Testiranje programske jedinice (eng. unit test) u kojem se testiraju najmanje jedinice u sustavu - Test integracije (funkcijsko testiranje) u kojem se testiraju integracije programskih jedinica u sustav, pri čemu je integracija sustava inkrementalni proces, a razlikujemo testiranje odozdo prema gore, odozgo prema dolje i funkcijsku integraciju - Testiranje sustava koje se vrši prema korisničkoj dokumentaciji i specifikaciji zahtjeva - Testiranje prihvatljivost (eng. acceptance testing) koje je slično kao testiranje sustava samo što se test provodi pod nadzorom korisničke organizacije (naglasak na mogućnosti korištenja sustava), te se koristi kriterij za prihvat sustava zadan od strane korisnika - Instalacijski test (eng. instalation testing) koji se vrši kada je sustav prihvaćen, a potrebno ga je testirati u okolini kojoj je namijenjen raditi;
10;Koje karakteristike programskog proizvoda ulaze u definiciju modela kvalitete prema ISO 9126 standardu?;Standard ISO 9126 definira model kvalitete kao niz karakteristika koje programski proizvod promatraju iz različitih perspektiva korisnika, ali i osoba uključenih u njegov razvoj:  Funkcionalnost – postojanje skupa funkcija koje su zadane ili podrazumijevane o Koliko je proizvod pogodan za obavljanje tražene funkcije, koliko točno ispunjava zadane zahtjeve, koliko je interoperabilan, siguran u radu i sl.  Pouzdanost – sposobnost ostvarenja zadane razine performansi kroz zadano vrijeme o Koliko je proizvod zreo, otporan na neispravnosti, koliko se brzo može oporaviti od kvarova i sl.  Uporabljivost – procjena individualnog truda potrebnog za uporabu o Koliko je proizvod razumljiv korisniku, intuitivan za korištenje, operabilan, atraktivan i sl.  Efikasnost – odnos razine performansi i količine utrošenih resursa o Koliko proizvod troši i koliko zahtijeva računske moći te je li dovoljno optimiziran  Lakoća održavanja – procjena truda potrebnog za promjenu funkcionalnosti i održavanje o Koliko je proizvod jednostavno analizirati, prilagođavati i testirati te koliko je pri takvim izmjenama stabilan  Prenosivost – sposobnost prenošenja iz jednog okruženja u drugo o Koliko je proizvod adaptabilan i zamjenjiv, pokazuje li pri tome znakove nestabilnosti te koliko dobro djeluje uz druge proizvode u okruženju;
10;Koja je svrha i koji su osnovni ciljevi osiguranja kvalitete programskog proizvoda?;Osnovna svrha osiguravanja kvalitete programskog proizvoda (eng. Software quality assurance, SQA) je osigurati da se posao izgradnje obavi na ispravan način sa što manje grešaka, prekoračenja rokova i neispunjenih zahtjeva. Ciljevi SQA su sljedeći:  Unaprijediti kvalitetu programskog proizvoda kroz sustavan nadzor programskog proizvoda u razvoju i nadzor samog tijeka procesa razvoja.  Osigurati potpunu primjenu standardiziranih procesa razvoja i procedura.  Osigurati da se za sve neusklađenosti produkta, procesa ili standarda privuče pozornost menadžmenta kako bi se neusklađenosti ispravile na vrijeme.;
10;Koja je razlika između pogreške (eng. error) i neispravnosti (eng. fault) u odnosu na definiciju s predavanja?;Pogreška je unesena ljudskom nepažnjom u program i odnosi se na krivo napisanu naredbu dok je neispravnost manifestacija pogreške pri izvođenju programa;
10;Kako dijelimo tehnike osiguravanja kvalitete. Opiši formalnu inspekciju i kako ju primjenjujemo?;"Tehnike osiguranja kvalitete dijelimo na formalni pristup - inspekcije (inspections) te neformalni pristup - pregledi (review ili walkthrough). Pokazalo se da su formalni pristupi bolji od neformalnih. Formalna inspekcija je planirana formalna aktivnost gdje dizajner predstavlja dokument koji se pregledava i odabrana grupa inspektora procjenjuje tehničke aspekte dizajna. Načini izvedbe inspekcije mogu se razlikovati s time da su osnovne značajke formalnih inspekcija sljedeće: inspekciju provode barem 3 osobe – stručnjaka za odabrano područje, od kojih jedan je autor; inspekcija se vrši rutinski u razvoju, prema definiranim ulogama (moderator, voditelj, zapisničar, autor) i procesu (priprema, inspekcija, unos ispravaka i follow up) koristeći strukturirani model (kontrolna lista) kojim se pregledava potpun dokument s ciljem otkrivanja pogrešaka I nedostataka. Metrika koja se koristi obično je Broj pogrešaka / KLOC ili Broj pogrešaka / uloženi broj sati.";
10;Koji su osnovni podaci koje bi trebao sadržavati dokument osiguravanja kvalitete programskog proizvoda?;Osnovnih podaci o osiguranje kvalitete trebali bi pojasniti PLAN provedbe aktivnosti verifikacije i validacije te pri tome odgovoriti na pitanja poput: 1. Tko, kada i koliko često provodi aktivnosti? Važno je znati koje osobe i u kojem trenutku unutar faza razvoja projekta trebaju vršiti izvjesne inspekcije ili preglede. 2. Što i kako se pregledava? Potrebno je navesti koje sve isporuke (eng. deliverables) ili procese njihova stvaranja treba kontrolirati te na koji način – kojom tehnikom i alatom, kakvim predefiniranim formularima, u skladu s kojim standardom i sl. 3. Kako se vrše mjerenja? Potrebno je definirati kojim metrikama će se provjeriti odvijaju li se stvari prema planu, kako ih izračunati, s kojim referentnim vrijednostima ih usporediti i sl. 4. Kako se izvještavaju problemi i koje korektivne aktivnosti su na raspolaganju? Ukoliko se aktivnostima verifikacije i validacije (naročito programskog koda) ustanove neispravnosti, važno je znati kome i kako ih treba prijaviti te što možemo ili moramo učiniti kako bi ih uklonili ili njihov utjecaj ublažili.;
10;Po čemu se PRODEC metoda razlikuje od klasičnih metoda za analize zadataka u dizajnu sustava?;Za razliku od klasičnih metoda koje polaze od unaprijed definiranih procedura o pretpostavki o ponašanju korisnika. PRODEC se temelji na stvarnih iskustvima i simulacijama s uključenim korisnicima. Kroz te simulacije, sustav se iterativno prilagođava;
10;Kako RISE varira s obzirom na vodopadni/kaskadni model razvoja i mijenja li ga u potpunosti?;RISE model nije direktna RISE model nije direktna zamjena za vodopadni model razvoja, koristi se u specifičnim scenarijima gdje se treba prilagoditi novim režimima sustava koji su karakterizirani;
10;Zašto su simulacije sintetičkih putanja korisne za procjenu sigurnosti?;Simulacije sintetičkih putanja korisne su jer omogućuju testiranje različitih scenarija i procjenu sigurnosnih prijetnji u situacijama koje se rijetko javljaju u stvarnim podacima, poput ekstremnih vremenskih uvjeta, manjih odstupanja ili ljudskih grešaka.;
